P03_cam01_P03_cereals	836
P03_cam01_P03_coffee	921
P03_cam01_P03_friedegg	4270
P03_cam01_P03_milk	1161
P03_cam01_P03_salat	4453
P03_cam01_P03_sandwich	3044
P03_cam01_P03_tea	1314
P03_stereo01_P03_cereals	836
P03_stereo01_P03_coffee	921
P03_stereo01_P03_milk	1161
P03_stereo01_P03_sandwich	3044
P03_stereo01_P03_tea	1314
P03_webcam01_P03_cereals	836
P03_webcam01_P03_coffee	921
P03_webcam01_P03_friedegg	4270
P03_webcam01_P03_milk	1161
P03_webcam01_P03_salat	4453
P03_webcam01_P03_sandwich	3044
P03_webcam01_P03_tea	1314
P03_webcam02_P03_cereals	836
P03_webcam02_P03_coffee	921
P03_webcam02_P03_friedegg	4270
P03_webcam02_P03_milk	1161
P03_webcam02_P03_salat	4453
P03_webcam02_P03_sandwich	3044
P03_webcam02_P03_tea	1314
P04_cam01_P04_cereals	485
P04_cam01_P04_friedegg	3361
P04_cam01_P04_milk	757
P04_cam01_P04_pancake	6696
P04_cam01_P04_sandwich	1449
P04_cam01_P04_scrambledegg	2729
P04_cam01_P04_tea	400
P04_stereo01_P04_cereals	485
P04_stereo01_P04_friedegg	3361
P04_stereo01_P04_milk	757
P04_stereo01_P04_pancake	6696
P04_stereo01_P04_sandwich	1449
P04_stereo01_P04_scrambledegg	2729
P04_stereo01_P04_tea	400
P04_webcam01_P04_cereals	485
P04_webcam01_P04_friedegg	3361
P04_webcam01_P04_milk	757
P04_webcam01_P04_pancake	6696
P04_webcam01_P04_salat	2781
P04_webcam01_P04_sandwich	1449
P04_webcam01_P04_scrambledegg	2729
P04_webcam01_P04_tea	400
P04_webcam02_P04_cereals	485
P04_webcam02_P04_friedegg	3361
P04_webcam02_P04_milk	757
P04_webcam02_P04_pancake	6696
P04_webcam02_P04_salat	2781
P04_webcam02_P04_sandwich	1449
P04_webcam02_P04_scrambledegg	2729
P04_webcam02_P04_tea	400
P05_cam01_P05_cereals	1186
P05_cam01_P05_coffee	1123
P05_cam01_P05_friedegg	3411
P05_cam01_P05_juice	2795
P05_cam01_P05_pancake	5896
P05_cam01_P05_salat	3847
P05_cam01_P05_sandwich	2744
P05_cam01_P05_scrambledegg	2700
P05_cam01_P05_tea	1665
P05_stereo01_P05_juice	2795
P05_stereo01_P05_milk	1084
P06_cam01_P06_cereals	501
P06_cam01_P06_coffee	476
P06_cam01_P06_friedegg	2209
P06_cam01_P06_juice	1318
P06_cam01_P06_milk	587
P06_cam01_P06_pancake	4988
P06_cam01_P06_salat	3247
P06_cam01_P06_sandwich	2507
P06_cam01_P06_scrambledegg	1353
P06_cam01_P06_tea	515
P06_stereo01_P06_scrambledegg	1353
P07_cam01_P07_milk	1008
P07_cam01_P07_salat	3329
P07_cam01_P07_scrambledegg	2272
P07_stereo01_P07_friedegg	2991
P07_stereo01_P07_juice	1202
P07_stereo01_P07_milk	1008
P07_stereo01_P07_sandwich	2139
P07_stereo01_P07_scrambledegg	2272
P07_stereo01_P07_tea	664
P07_webcam01_P07_cereals	941
P07_webcam01_P07_friedegg	2991
P07_webcam01_P07_juice	1202
P07_webcam01_P07_milk	1008
P07_webcam01_P07_pancake	3912
P07_webcam01_P07_salat	3329
P07_webcam01_P07_sandwich	2139
P07_webcam01_P07_scrambledegg	2272
P07_webcam01_P07_tea	664
P08_cam01_P08_juice	1252
P08_cam01_P08_tea	370
P08_webcam01_P08_cereals	1109
P08_webcam01_P08_coffee	289
P08_webcam01_P08_friedegg	4110
P08_webcam01_P08_juice	1252
P08_webcam01_P08_milk	1341
P08_webcam01_P08_pancake	3918
P08_webcam01_P08_salat	2989
P08_webcam01_P08_sandwich	675
P08_webcam01_P08_scrambledegg	1735
P08_webcam01_P08_tea	370
P09_cam01_P09_coffee	575
P09_cam01_P09_friedegg	2389
P09_cam01_P09_juice	1175
P09_cam01_P09_milk	745
P09_cam01_P09_scrambledegg	1287
P09_cam01_P09_tea	425
P09_webcam01_P09_cereals	757
P09_webcam01_P09_coffee	575
P09_webcam01_P09_juice	1175
P09_webcam01_P09_milk	745
P09_webcam01_P09_pancake	5263
P09_webcam01_P09_salat	2676
P09_webcam01_P09_sandwich	1631
P09_webcam01_P09_scrambledegg	1287
P09_webcam01_P09_tea	425
P10_cam01_P10_sandwich	1849
P10_webcam01_P10_cereals	832
P10_webcam01_P10_coffee	1212
P10_webcam01_P10_friedegg	3553
P10_webcam01_P10_juice	2390
P10_webcam01_P10_milk	987
P10_webcam01_P10_pancake	4580
P10_webcam01_P10_salat	4853
P10_webcam01_P10_tea	845
P11_cam01_P11_cereals	539
P11_cam01_P11_coffee	376
P11_cam01_P11_friedegg	8347
P11_cam01_P11_milk	779
P11_cam01_P11_pancake	6696
P11_cam01_P11_salat	2712
P11_cam01_P11_sandwich	1781
P11_cam01_P11_scrambledegg	2653
P11_cam01_P11_tea	335
P11_stereo01_P11_milk	779
P11_webcam01_P11_cereals	539
P11_webcam01_P11_coffee	376
P11_webcam01_P11_friedegg	8347
P11_webcam01_P11_milk	779
P11_webcam01_P11_pancake	6696
P11_webcam01_P11_salat	2712
P11_webcam01_P11_sandwich	1781
P11_webcam01_P11_scrambledegg	2653
P11_webcam01_P11_tea	335
P12_cam01_P12_cereals	650
P12_cam01_P12_coffee	219
P12_cam01_P12_friedegg	4167
P12_cam01_P12_milk	804
P12_cam01_P12_pancake	2874
P12_cam01_P12_salat	2150
P12_cam01_P12_sandwich	1728
P12_cam01_P12_scrambledegg	2782
P12_cam01_P12_tea	265
P12_stereo01_P12_friedegg	4167
P12_stereo01_P12_salat	2150
P12_webcam01_P12_cereals	650
P12_webcam01_P12_coffee	219
P12_webcam01_P12_friedegg	4167
